,Make,Model,Vehicle_Type,Engine_Capacity,Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),vehicle_age,Distance_Driven_Last_Month,Fuel_Consumed_Last_Month
1668,JEEP,CHEROKEE 4X4 FFV,Four-Wheeler,2.4,4,A9,Petrol,11.3,8.3,10.0,28,230,4,740.0,74.0
1669,JEEP,CHEROKEE 4X4 FFV,Four-Wheeler,2.4,4,A9,Electric,15.9,11.0,13.7,21,219,4,640.0,87.68
1670,JEEP,CHEROKEE 4X4,Four-Wheeler,3.2,6,A9,Petrol,11.6,8.5,10.2,28,235,4,820.0,83.64
1671,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,Four-Wheeler,2.4,4,A9,Petrol,11.4,8.6,10.1,28,232,4,740.0,74.74
1672,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,Four-Wheeler,3.2,6,A9,Petrol,12.6,8.9,10.9,26,251,4,820.0,89.38
1673,JEEP,CHEROKEE TRAILHAWK 4X4,Four-Wheeler,2.4,4,A9,Petrol,12.1,9.4,10.9,26,251,4,740.0,80.66
1674,JEEP,CHEROKEE TRAILHAWK 4X4,Four-Wheeler,3.2,6,A9,Petrol,12.2,9.0,10.8,26,248,4,820.0,88.56
1675,JEEP,COMPASS,Four-Wheeler,2.0,4,AV,Petrol,10.7,8.8,9.9,29,228,4,700.0,69.3
1676,JEEP,COMPASS,Four-Wheeler,2.0,4,M5,Petrol,10.2,7.8,9.2,31,212,4,700.0,64.39999999999999
1677,JEEP,COMPASS,Four-Wheeler,2.4,4,A6,Petrol,11.2,8.6,10.0,28,230,4,740.0,74.0
1678,JEEP,COMPASS,Four-Wheeler,2.4,4,M5,Petrol,10.2,8.2,9.3,30,214,4,740.0,68.82000000000001
1679,JEEP,COMPASS 4X4,Four-Wheeler,2.4,4,A6,Petrol,11.4,8.7,10.2,28,235,4,740.0,75.47999999999999
1680,JEEP,COMPASS 4X4,Four-Wheeler,2.4,4,M5,Petrol,10.6,8.6,9.7,29,223,4,740.0,71.77999999999999
1681,JEEP,COMPASS 4X4 TRAIL RATED,Four-Wheeler,2.4,4,AV,Petrol,11.7,10.3,11.1,25,255,4,740.0,82.14
1682,JEEP,GRAND CHEROKEE 4X4 DIESEL,Four-Wheeler,3.0,6,A8,CNG,11.2,8.4,9.9,29,267,4,800.0,79.2
1683,JEEP,GRAND CHEROKEE 4X4 FFV,Four-Wheeler,3.6,6,A8,Petrol,13.9,9.8,12.1,23,278,5,860.0,104.06
1684,JEEP,GRAND CHEROKEE 4X4 FFV,Four-Wheeler,3.6,6,A8,Electric,17.7,13.0,15.6,18,250,5,760.0,118.56
1685,JEEP,GRAND CHEROKEE 4X4 (MDS),Four-Wheeler,5.7,8,A8,Petrol,17.3,11.5,14.7,19,338,5,1070.0,157.29
1686,JEEP,GRAND CHEROKEE SRT 4X4 (MDS),Four-Wheeler,6.4,8,A8,Diesel,18.5,12.6,15.8,18,363,6,1240.0,195.92
1687,JEEP,PATRIOT,Four-Wheeler,2.0,4,AV,Petrol,10.7,8.8,9.9,29,228,4,700.0,69.3
1688,JEEP,PATRIOT,Four-Wheeler,2.0,4,M5,Petrol,10.2,7.8,9.2,31,212,4,700.0,64.39999999999999
1689,JEEP,PATRIOT,Four-Wheeler,2.4,4,A6,Petrol,11.2,8.6,10.0,28,230,4,740.0,74.0
1690,JEEP,PATRIOT,Four-Wheeler,2.4,4,M5,Petrol,10.2,8.2,9.3,30,214,4,740.0,68.82000000000001
1691,JEEP,PATRIOT 4X4,Four-Wheeler,2.4,4,A6,Petrol,11.4,8.7,10.2,28,235,4,740.0,75.47999999999999
1692,JEEP,PATRIOT 4X4,Four-Wheeler,2.4,4,M5,Petrol,10.6,8.6,9.7,29,223,4,740.0,71.77999999999999
1693,JEEP,PATRIOT 4X4 TRAIL RATED,Four-Wheeler,2.4,4,AV,Petrol,11.7,10.3,11.1,25,255,4,740.0,82.14
1694,JEEP,RENEGADE,Four-Wheeler,1.4,4,M6,Petrol,9.9,7.5,8.8,32,202,4,640.0,56.32
1695,JEEP,RENEGADE FFV,Four-Wheeler,2.4,4,A9,Petrol,10.8,7.7,9.4,30,216,4,740.0,69.56
1696,JEEP,RENEGADE FFV,Four-Wheeler,2.4,4,A9,Electric,14.2,9.9,12.2,23,195,4,640.0,78.08
1697,JEEP,RENEGADE 4X4,Four-Wheeler,1.4,4,M6,Petrol,9.9,7.5,8.8,32,202,4,640.0,56.32
1698,JEEP,RENEGADE 4X4,Four-Wheeler,2.4,4,A9,Petrol,11.2,8.0,9.8,29,225,4,740.0,72.52000000000001
1699,JEEP,WRANGLER 4X4,Four-Wheeler,3.6,6,A5,Petrol,14.1,11.1,12.8,22,294,5,860.0,110.08
1700,JEEP,WRANGLER 4X4,Four-Wheeler,3.6,6,M6,Petrol,14.2,11.0,12.8,22,294,5,860.0,110.08
1701,JEEP,WRANGLER UNLIMITED 4X4,Four-Wheeler,3.6,6,A5,Petrol,14.8,11.7,13.4,21,308,5,860.0,115.24
1702,JEEP,WRANGLER UNLIMITED 4X4,Four-Wheeler,3.6,6,M6,Petrol,15.0,11.4,13.4,21,308,5,860.0,115.24
1703,KIA,CADENZA,Four-Wheeler,3.3,6,AS6,Petrol,12.7,8.4,10.7,26,246,4,830.0,88.81
1704,KIA,FORTE,Four-Wheeler,1.8,4,AS6,Petrol,8.8,6.1,7.6,37,175,4,680.0,51.68
1705,KIA,FORTE,Four-Wheeler,1.8,4,M6,Petrol,9.3,6.3,7.9,36,182,4,680.0,53.72
1706,KIA,FORTE,Four-Wheeler,2.0,4,AS6,Petrol,9.7,6.7,8.3,34,191,4,700.0,58.10000000000001
1707,KIA,FORTE,Four-Wheeler,2.0,4,M6,Petrol,9.8,6.9,8.5,33,196,4,700.0,59.5
1708,KIA,FORTE 5,Four-Wheeler,1.6,4,AS6,Petrol,11.1,8.0,9.7,29,223,4,660.0,64.02
1709,KIA,FORTE 5,Four-Wheeler,1.6,4,M6,Petrol,11.1,8.2,9.8,29,225,4,660.0,64.68
1710,KIA,FORTE 5,Four-Wheeler,2.0,4,AS6,Petrol,9.5,7.2,8.5,33,196,4,700.0,59.5
1711,KIA,FORTE 5,Four-Wheeler,2.0,4,M6,Petrol,9.7,6.9,8.4,34,193,4,700.0,58.8
1712,KIA,FORTE KOUP,Four-Wheeler,1.6,4,AS6,Petrol,10.6,7.8,9.4,30,216,4,660.0,62.04
1713,KIA,FORTE KOUP,Four-Wheeler,1.6,4,M6,Petrol,10.8,8.1,9.6,29,221,4,660.0,63.36
1714,KIA,FORTE KOUP,Four-Wheeler,2.0,4,AS6,Petrol,9.7,7.1,8.6,33,198,4,700.0,60.2
1715,KIA,FORTE KOUP,Four-Wheeler,2.0,4,M6,Petrol,10.0,7.4,8.8,32,202,4,700.0,61.60000000000001
1716,KIA,K900,Four-Wheeler,3.8,6,AS8,Petrol,13.3,8.9,11.3,25,260,4,880.0,99.44
1717,KIA,K900,Four-Wheeler,5.0,8,AS8,Diesel,15.7,10.3,13.3,21,306,5,1200.0,159.6
1718,KIA,OPTIMA,Four-Wheeler,2.0,4,AS6,Petrol,11.7,7.7,9.9,29,228,4,700.0,69.3
1719,KIA,OPTIMA,Four-Wheeler,2.4,4,AS6,Petrol,10.2,6.9,8.7,32,200,4,740.0,64.38
1720,KIA,OPTIMA HYBRID,Four-Wheeler,2.4,4,AS6,Petrol,6.6,5.9,6.3,45,145,4,740.0,46.62
1721,KIA,OPTIMA HYBRID EX,Four-Wheeler,2.4,4,AS6,Petrol,6.7,6.1,6.4,44,147,4,740.0,47.36
1722,KIA,RIO,Four-Wheeler,1.6,4,AS6,Petrol,8.8,6.3,7.7,37,177,4,660.0,50.82
1723,KIA,RIO,Four-Wheeler,1.6,4,M6,Petrol,8.7,6.4,7.7,37,177,4,660.0,50.82
1724,KIA,RIO ECO,Four-Wheeler,1.6,4,AS6,Petrol,8.5,6.3,7.6,37,175,4,660.0,50.16
1725,KIA,RONDO,Four-Wheeler,2.0,4,AS6,Petrol,10.6,7.6,9.3,30,214,4,700.0,65.10000000000001
1726,KIA,RONDO,Four-Wheeler,2.0,4,M6,Petrol,10.8,7.4,9.3,30,214,4,700.0,65.10000000000001
1727,KIA,SEDONA,Three-Wheeler,3.3,6,AS6,Petrol,13.2,9.7,11.6,24,267,4,830.0,96.28
1728,KIA,SEDONA SX,Three-Wheeler,3.3,6,AS6,Petrol,12.9,9.5,11.4,25,262,4,830.0,94.62
1729,KIA,SEDONA SXL,Three-Wheeler,3.3,6,AS6,Petrol,14.2,10.5,12.5,23,288,5,830.0,103.75
1730,KIA,SORENTO,Four-Wheeler,2.4,4,AS6,Petrol,11.8,8.7,10.4,27,239,4,740.0,76.96
1731,KIA,SORENTO,Four-Wheeler,3.3,6,AS6,Petrol,12.7,9.0,11.1,25,255,4,830.0,92.13
1732,KIA,SORENTO AWD,Four-Wheeler,2.4,4,AS6,Petrol,12.2,9.4,10.9,26,251,4,740.0,80.66
1733,KIA,SORENTO AWD,Four-Wheeler,3.3,6,AS6,Petrol,13.4,10.0,11.8,24,271,5,830.0,97.94
1734,KIA,SOUL,Four-Wheeler,1.6,4,AS6,Petrol,9.8,7.8,8.9,32,205,4,660.0,58.74
1735,KIA,SOUL,Four-Wheeler,1.6,4,M6,Petrol,9.9,7.8,9.0,31,207,4,660.0,59.4
1736,KIA,SOUL,Four-Wheeler,2.0,4,AS6,Petrol,10.1,7.7,9.0,31,207,4,700.0,63.0
1737,KIA,SOUL ECO Dynamics,Four-Wheeler,2.0,4,AS6,Petrol,9.7,7.7,8.8,32,202,4,700.0,61.60000000000001
1738,KIA,SPORTAGE,Four-Wheeler,2.4,4,AS6,Petrol,11.4,8.3,10.0,28,230,4,740.0,74.0
1739,KIA,SPORTAGE,Four-Wheeler,2.4,4,M6,Petrol,12.9,9.2,11.3,25,260,4,740.0,83.62
1740,KIA,SPORTAGE AWD,Four-Wheeler,2.0,4,AS6,Petrol,12.6,9.7,11.3,25,260,4,700.0,79.10000000000001
1741,KIA,SPORTAGE AWD,Four-Wheeler,2.4,4,AS6,Petrol,12.0,9.1,10.7,26,246,4,740.0,79.17999999999999
1742,LAMBORGHINI,AVENTADOR COUPE,Four-Wheeler,6.5,12,AM7,Diesel,22.2,12.7,17.9,16,412,6,1250.0,223.75
1743,LAMBORGHINI,AVENTADOR ROADSTER,Four-Wheeler,6.5,12,AM7,Diesel,24.0,14.5,19.7,14,453,7,1250.0,246.25
1744,LAMBORGHINI,HURACAN,Four-Wheeler,5.2,10,AM7,Diesel,16.8,11.7,14.5,19,334,5,1220.0,176.9
1745,LAMBORGHINI,VENENO ROADSTER,Four-Wheeler,6.5,12,AM7,Diesel,22.1,13.9,18.4,15,423,6,1250.0,230.0
1746,LAND ROVER,LR2,Four-Wheeler,2.0,4,AS6,Diesel,13.5,9.9,11.9,24,274,5,900.0,107.1
1747,LAND ROVER,LR4,Four-Wheeler,3.0,6,AS8,Diesel,16.2,12.1,14.3,20,329,5,1000.0,143.0
1748,LAND ROVER,RANGE ROVER,Four-Wheeler,3.0,6,AS8,Diesel,13.9,10.4,12.3,23,283,5,1000.0,123.0
1749,LAND ROVER,RANGE ROVER SUPERCHARGED,Four-Wheeler,5.0,8,AS8,Diesel,17.2,12.5,15.1,19,347,5,1200.0,181.2
1750,LAND ROVER,RANGE ROVER SUPERCHARGED,Four-Wheeler,5.0,8,AS8,Electric,25.0,16.9,21.4,13,342,6,800.0,171.2
1751,LAND ROVER,RANGE ROVER SUPERCHARGED LWB,Four-Wheeler,5.0,8,AS8,Diesel,17.2,12.5,15.1,19,347,5,1200.0,181.2
1752,LAND ROVER,RANGE ROVER SUPERCHARGED LWB,Four-Wheeler,5.0,8,AS8,Electric,25.0,16.9,21.4,13,342,6,800.0,171.2
1753,LAND ROVER,RANGE ROVER EVOQUE,Four-Wheeler,2.0,4,AS9,Diesel,11.3,7.9,9.7,29,223,4,900.0,87.3
1754,LAND ROVER,RANGE ROVER EVOQUE COUPE,Four-Wheeler,2.0,4,AS9,Diesel,11.3,7.9,9.7,29,223,4,900.0,87.3
1755,LAND ROVER,RANGE ROVER SPORT,Four-Wheeler,3.0,6,AS8,Diesel,14.0,10.5,12.4,23,285,5,1000.0,124.0
1756,LAND ROVER,RANGE ROVER SPORT SUPERCHARGED,Four-Wheeler,5.0,8,AS8,Diesel,16.6,12.3,14.7,19,338,5,1200.0,176.4
1757,LAND ROVER,RANGE ROVER SPORT SUPERCHARGED,Four-Wheeler,5.0,8,AS8,Electric,24.0,16.6,20.7,14,331,6,800.0,165.6
1758,LEXUS,CT 200h,Four-Wheeler,1.8,4,AV,Petrol,5.5,5.9,5.7,50,131,4,680.0,38.76
1759,LEXUS,ES 300h,Four-Wheeler,2.5,4,AV6,Petrol,5.8,6.1,5.9,48,136,4,750.0,44.25
1760,LEXUS,ES 350,Four-Wheeler,3.5,6,AS6,Petrol,11.3,7.5,9.6,29,221,4,850.0,81.6
1761,LEXUS,GS 350,Four-Wheeler,3.5,6,AS8,Diesel,12.3,8.5,10.6,27,244,4,1050.0,111.3
1762,LEXUS,GS 350 AWD,Four-Wheeler,3.5,6,AS6,Diesel,12.6,9.1,11.0,26,253,4,1050.0,115.5
1763,LEXUS,GS 450h,Four-Wheeler,3.5,6,AV8,Diesel,8.0,6.9,7.5,38,172,4,1050.0,78.75
1764,LEXUS,GX 460,Four-Wheeler,4.6,8,AS6,Diesel,15.7,11.7,13.9,20,320,5,1160.0,161.24
1765,LEXUS,IS 250,Four-Wheeler,2.5,6,AS6,Diesel,11.1,7.8,9.6,29,221,4,950.0,91.2
1766,LEXUS,IS 250 AWD,Four-Wheeler,2.5,6,AS6,Diesel,11.8,8.7,10.4,27,239,4,950.0,98.8
1767,LEXUS,IS 250 C,Four-Wheeler,2.5,6,AS6,Diesel,11.2,7.8,9.6,29,221,4,950.0,91.2
1768,LEXUS,IS 350,Four-Wheeler,3.5,6,AS8,Diesel,12.3,8.5,10.6,27,244,4,1050.0,111.3
1769,LEXUS,IS 350 AWD,Four-Wheeler,3.5,6,AS6,Diesel,12.6,9.1,11.0,26,253,4,1050.0,115.5
1770,LEXUS,IS 350 C,Four-Wheeler,3.5,6,AS6,Diesel,12.2,8.7,10.6,27,244,4,1050.0,111.3
1771,LEXUS,LS 460,Four-Wheeler,4.6,8,AS8,Diesel,14.4,9.6,12.3,23,283,5,1160.0,142.68
1772,LEXUS,LS 460 AWD,Four-Wheeler,4.6,8,AS8,Diesel,15.2,10.2,12.9,22,297,5,1160.0,149.64
1773,LEXUS,LS 460 L AWD,Four-Wheeler,4.6,8,AS8,Diesel,15.2,10.2,12.9,22,297,5,1160.0,149.64
1774,LEXUS,LS 600h L,Four-Wheeler,5.0,8,AV8,Diesel,12.7,10.1,11.5,25,264,5,1200.0,138.0
1775,LEXUS,LX 570,Four-Wheeler,5.7,8,AS6,Diesel,19.0,13.6,16.6,17,382,6,1170.0,194.22
1776,LEXUS,NX 200t AWD,Four-Wheeler,2.0,4,AS6,Diesel,10.6,8.4,9.6,29,221,4,900.0,86.4
1777,LEXUS,NX 200t AWD F SPORT,Four-Wheeler,2.0,4,AS6,Diesel,10.8,8.8,9.9,29,228,4,900.0,89.1
1778,LEXUS,NX 300h AWD,Four-Wheeler,2.5,4,AV6,Petrol,7.1,7.7,7.4,38,170,4,750.0,55.5
1779,LEXUS,RC 350,Four-Wheeler,3.5,6,AS8,Diesel,12.3,8.5,10.6,27,244,4,1050.0,111.3
1780,LEXUS,RC 350 AWD,Four-Wheeler,3.5,6,AS6,Diesel,12.6,9.1,11.0,26,253,4,1050.0,115.5
1781,LEXUS,RC F,Four-Wheeler,5.0,8,AS8,Diesel,15.2,9.5,12.6,22,290,5,1200.0,151.2
1782,LEXUS,RX 350 AWD,Four-Wheeler,3.5,6,AS6,Petrol,13.3,9.8,11.7,24,269,4,850.0,99.45
1783,LEXUS,RX 350 AWD,Four-Wheeler,3.5,6,AS8,Petrol,12.7,9.1,11.1,25,255,4,850.0,94.35
1784,LEXUS,RX 450h AWD,Four-Wheeler,3.5,6,AV6,Diesel,8.0,8.5,8.2,34,189,4,1050.0,86.1
1785,LINCOLN,MKC AWD,Four-Wheeler,2.0,4,AS6,Petrol,12.4,9.0,10.9,26,251,4,700.0,76.3
1786,LINCOLN,MKC AWD,Four-Wheeler,2.3,4,AS6,Petrol,12.9,9.2,11.2,25,258,4,730.0,81.75999999999999
1787,LINCOLN,MKS AWD,Four-Wheeler,3.5,6,AS6,Petrol,13.9,9.5,11.9,24,274,4,850.0,101.15
1788,LINCOLN,MKS AWD,Four-Wheeler,3.7,6,AS6,Petrol,13.1,9.0,11.2,25,258,4,870.0,97.44
1789,LINCOLN,MKT AWD,Four-Wheeler,3.5,6,AS6,Petrol,14.6,10.4,12.8,22,294,5,850.0,108.8
1790,LINCOLN,MKT LIVERY,Commercial,2.0,4,AS6,Petrol,11.5,8.4,10.1,28,232,4,700.0,70.7
1791,LINCOLN,MKT LIVERY AWD,Commercial,3.7,6,A6,Petrol,14.1,10.0,12.2,23,281,5,870.0,106.14
1792,LINCOLN,MKX AWD,Four-Wheeler,3.7,6,AS6,Petrol,13.7,10.3,12.1,23,278,5,870.0,105.27
1793,LINCOLN,MKZ,Four-Wheeler,2.0,4,AS6,Petrol,10.5,7.0,8.9,32,205,4,700.0,62.3
1794,LINCOLN,MKZ AWD,Four-Wheeler,3.7,6,AS6,Petrol,13.1,9.2,11.3,25,260,4,870.0,98.31
1795,LINCOLN,MKZ HYBRID,Four-Wheeler,2.0,4,AV,Petrol,5.7,6.0,5.8,49,133,4,700.0,40.6
1796,LINCOLN,NAVIGATOR 4X4,Four-Wheeler,3.5,6,AS6,Petrol,16.2,11.8,14.2,20,327,5,850.0,120.7
1797,LINCOLN,NAVIGATOR L 4X4,Four-Wheeler,3.5,6,AS6,Petrol,16.1,12.3,14.4,20,331,5,850.0,122.4
1798,MASERATI,GHIBLI,Four-Wheeler,3.0,6,AS8,Diesel,15.2,9.6,12.7,22,292,5,1000.0,127.0
1799,MASERATI,GHIBLI AWD,Four-Wheeler,3.0,6,AS8,Diesel,15.6,9.5,12.8,22,294,5,1000.0,128.0
1800,MASERATI,GRANTURISMO,Four-Wheeler,4.7,8,AS6,Diesel,18.2,11.4,15.1,19,347,5,1170.0,176.67
1801,MASERATI,GRANTURISMO CONVERTIBLE,Four-Wheeler,4.7,8,AS6,Diesel,18.2,11.6,15.2,19,350,5,1170.0,177.84
1802,MASERATI,QUATTROPORTE GTS,Four-Wheeler,3.8,8,AS8,Diesel,17.5,10.7,14.5,19,334,5,1080.0,156.6
1803,MASERATI,QUATTROPORTE SQ4,Four-Wheeler,3.0,6,AS8,Diesel,15.7,9.7,13.0,22,299,5,1000.0,130.0
1804,MAZDA,CX-5,Four-Wheeler,2.0,4,AS6,Petrol,8.9,7.3,8.2,34,189,4,700.0,57.39999999999999
1805,MAZDA,CX-5,Four-Wheeler,2.0,4,M6,Petrol,9.0,6.8,8.0,35,184,4,700.0,56.0
1806,MAZDA,CX-5,Four-Wheeler,2.5,4,AS6,Petrol,9.6,7.4,8.6,33,198,4,750.0,64.5
1807,MAZDA,CX-5 4WD,Four-Wheeler,2.0,4,AS6,Petrol,9.3,7.6,8.5,33,196,4,700.0,59.5
1808,MAZDA,CX-5 4WD,Four-Wheeler,2.5,4,AS6,Petrol,9.9,7.9,9.0,31,207,4,750.0,67.5
1809,MAZDA,CX-9,Four-Wheeler,3.7,6,AS6,Petrol,14.2,10.0,12.3,23,283,5,870.0,107.01
1810,MAZDA,CX-9 4WD,Four-Wheeler,3.7,6,AS6,Petrol,14.3,10.6,12.7,22,292,5,870.0,110.49
1811,MAZDA,MAZDA3 4-DOOR,Four-Wheeler,2.0,4,AS6,Petrol,7.9,5.7,6.9,41,159,4,700.0,48.3
1812,MAZDA,MAZDA3 4-DOOR (SIL),Four-Wheeler,2.0,4,M6,Petrol,8.0,5.8,7.0,40,161,4,700.0,49.0
1813,MAZDA,MAZDA3 4-DOOR,Four-Wheeler,2.5,4,AS6,Petrol,8.4,6.1,7.4,38,170,4,750.0,55.5
1814,MAZDA,MAZDA3 4-DOOR (i-ELOOP),Four-Wheeler,2.5,4,AS6,Petrol,8.2,5.9,7.2,39,166,4,750.0,54.0
1815,MAZDA,MAZDA3 4-DOOR (SIL),Four-Wheeler,2.5,4,M6,Petrol,9.3,6.4,8.0,35,184,4,750.0,60.0
1816,MAZDA,MAZDA3 5-DOOR,Four-Wheeler,2.0,4,AS6,Petrol,8.0,5.9,7.0,40,161,4,700.0,49.0
1817,MAZDA,MAZDA3 5-DOOR (SIL),Four-Wheeler,2.0,4,M6,Petrol,8.2,5.9,7.1,40,163,4,700.0,49.7
1818,MAZDA,MAZDA3 5-DOOR,Four-Wheeler,2.5,4,AS6,Petrol,8.7,6.5,7.7,37,177,4,750.0,57.75
1819,MAZDA,MAZDA3 5-DOOR (i-ELOOP),Four-Wheeler,2.5,4,AS6,Petrol,8.2,6.0,7.2,39,166,4,750.0,54.0
1820,MAZDA,MAZDA3 5-DOOR (SIL),Four-Wheeler,2.5,4,M6,Petrol,9.2,6.6,8.1,35,186,4,750.0,60.75
1821,MAZDA,MAZDA5,Three-Wheeler,2.5,4,AS5,Petrol,10.7,8.2,9.6,29,221,4,750.0,72.0
1822,MAZDA,MAZDA5,Three-Wheeler,2.5,4,M6,Petrol,11.1,8.3,9.8,29,225,4,750.0,73.50000000000001
1823,MAZDA,MAZDA6,Four-Wheeler,2.5,4,AS6,Petrol,8.8,6.1,7.6,37,175,4,750.0,57.0
1824,MAZDA,MAZDA6,Four-Wheeler,2.5,4,M6,Petrol,9.4,6.4,8.1,35,186,4,750.0,60.75
1825,MAZDA,MAZDA6 (i-ELOOP),Four-Wheeler,2.5,4,AS6,Petrol,8.4,5.9,7.3,39,168,4,750.0,54.75
1826,MAZDA,MX-5,Four-Wheeler,2.0,4,AS6,Diesel,11.5,8.5,10.1,28,232,4,900.0,90.9
1827,MAZDA,MX-5,Four-Wheeler,2.0,4,M5,Diesel,10.5,8.5,9.6,29,221,4,900.0,86.4
1828,MAZDA,MX-5,Four-Wheeler,2.0,4,M6,Diesel,11.1,8.4,9.9,29,228,4,900.0,89.1
1829,MERCEDES-BENZ,B 250,Four-Wheeler,2.0,4,AS7,Diesel,9.2,6.6,8.0,35,184,4,900.0,72.0
1830,MERCEDES-BENZ,B 250 4MATIC,Four-Wheeler,2.0,4,AS7,Diesel,10.0,7.5,8.9,32,205,4,900.0,80.1
1831,MERCEDES-BENZ,C 250 COUPE,Four-Wheeler,1.8,4,AS7,Diesel,10.9,7.5,9.4,30,216,4,880.0,82.72
1832,MERCEDES-BENZ,C 300 4MATIC,Four-Wheeler,2.0,4,AS7,Diesel,10.1,7.8,9.0,31,207,4,900.0,81.0
1833,MERCEDES-BENZ,C 350 4MATIC COUPE,Four-Wheeler,3.5,6,AS7,Diesel,12.1,8.7,10.6,27,244,4,1050.0,111.3
1834,MERCEDES-BENZ,C 350 COUPE,Four-Wheeler,3.5,6,AS7,Diesel,12.1,8.6,10.5,27,242,4,1050.0,110.25
1835,MERCEDES-BENZ,C 400 4MATIC,Four-Wheeler,3.0,6,AS7,Diesel,11.1,8.4,9.9,29,228,4,1000.0,99.0
1836,MERCEDES-BENZ,C 63 AMG COUPE,Four-Wheeler,6.2,8,AS7,Diesel,17.9,12.3,15.4,18,354,5,1320.0,203.28
1837,MERCEDES-BENZ,CLA 250,Four-Wheeler,2.0,4,AS7,Diesel,9.4,6.4,8.1,35,186,4,900.0,72.9
1838,MERCEDES-BENZ,CLA 250 4MATIC,Four-Wheeler,2.0,4,AS7,Diesel,9.9,7.4,8.8,32,202,4,900.0,79.2
1839,MERCEDES-BENZ,CLA 45 AMG,Four-Wheeler,2.0,4,AS7,Diesel,10.2,7.7,9.1,31,209,4,900.0,81.9
1840,MERCEDES-BENZ,CLS 400 4MATIC,Four-Wheeler,3.0,6,AS7,Diesel,12.1,8.5,10.5,27,242,4,1000.0,105.0
1841,MERCEDES-BENZ,CLS 550 4MATIC,Four-Wheeler,4.7,8,AS7,Diesel,14.5,10.1,12.5,23,288,5,1170.0,146.25
1842,MERCEDES-BENZ,CLS 63 AMG 4MATIC,Four-Wheeler,5.5,8,AS7,Diesel,15.1,10.8,13.1,22,301,5,1250.0,163.75
1843,MERCEDES-BENZ,E 250 BLUETEC 4MATIC,Four-Wheeler,2.1,4,AS7,CNG,8.6,5.9,7.4,38,200,4,710.0,52.54
1844,MERCEDES-BENZ,E 300 4MATIC,Four-Wheeler,3.5,6,AS7,Diesel,11.9,8.2,10.2,28,235,4,1050.0,107.1
1845,MERCEDES-BENZ,E 400 4MATIC,Four-Wheeler,3.0,6,AS7,Diesel,12.0,8.5,10.4,27,239,4,1000.0,104.0
1846,MERCEDES-BENZ,E 400 4MATIC WAGON,Four-Wheeler,3.5,6,AS7,Diesel,12.4,8.8,10.8,26,248,4,1050.0,113.4
1847,MERCEDES-BENZ,E 400 CABRIOLET,Four-Wheeler,3.5,6,AS7,Diesel,11.5,8.1,10.0,28,230,4,1050.0,105.0
1848,MERCEDES-BENZ,E 400 COUPE,Four-Wheeler,3.5,6,AS7,Diesel,11.8,8.3,10.2,28,235,4,1050.0,107.1
1849,MERCEDES-BENZ,E 550 4MATIC,Four-Wheeler,4.7,8,AS7,Diesel,12.9,9.6,11.4,25,262,4,1170.0,133.38
1850,MERCEDES-BENZ,E 550 CABRIOLET,Four-Wheeler,4.7,8,AS7,Diesel,13.7,9.2,11.7,24,269,4,1170.0,136.89
1851,MERCEDES-BENZ,E 550 COUPE,Four-Wheeler,4.7,8,AS7,Diesel,13.3,8.9,11.4,25,262,4,1170.0,133.38
1852,MERCEDES-BENZ,E 63 AMG S 4MATIC,Four-Wheeler,5.5,8,AS7,Diesel,15.3,10.8,13.3,21,306,5,1250.0,166.25
1853,MERCEDES-BENZ,E 63 AMG S 4MATIC WAGON,Four-Wheeler,5.5,8,AS7,Diesel,15.2,11.0,13.3,21,306,5,1250.0,166.25
1854,MERCEDES-BENZ,G 550,Four-Wheeler,5.5,8,AS7,Diesel,19.9,16.1,18.2,16,419,6,1150.0,209.3
1855,MERCEDES-BENZ,G 63 AMG,Four-Wheeler,5.5,8,AS7,Diesel,20.0,16.6,18.5,15,426,7,1150.0,212.75
1856,MERCEDES-BENZ,GL 350 BLUETEC 4MATIC,Four-Wheeler,3.0,6,AS7,CNG,13.6,10.0,12.0,24,324,5,800.0,96.0
1857,MERCEDES-BENZ,GL 450 4MATIC,Four-Wheeler,3.0,6,AS7,Diesel,15.2,12.6,14.0,20,322,5,1000.0,140.0
1858,MERCEDES-BENZ,GL 550 4MATIC,Four-Wheeler,4.7,8,AS7,Diesel,17.5,13.2,15.6,18,359,6,1070.0,166.92
1859,MERCEDES-BENZ,GL 63 AMG,Four-Wheeler,5.5,8,AS7,Diesel,18.2,14.0,16.3,17,375,6,1150.0,187.45
1860,MERCEDES-BENZ,GLA 250 4MATIC,Four-Wheeler,2.0,4,AS7,Diesel,9.8,7.4,8.7,32,200,4,900.0,78.3
1861,MERCEDES-BENZ,GLA 45 AMG 4MATIC,Four-Wheeler,2.0,4,AS7,Diesel,10.5,8.1,9.4,30,216,4,900.0,84.6
1862,MERCEDES-BENZ,GLK 250 BLUETEC 4MATIC,Four-Wheeler,2.1,4,AS7,CNG,9.6,7.0,8.5,33,230,4,710.0,60.35
1863,MERCEDES-BENZ,GLK 350 4MATIC,Four-Wheeler,3.5,6,AS7,Diesel,12.6,9.6,11.2,25,258,4,1050.0,117.6
